@relation ./files/finalDataSetTrimmed.csv
@attribute Pick integer
@attribute Pos { C, SG, FC, G, F, SF, PF, PG, GF }
@attribute HT integer
@attribute WT integer
@attribute Age integer
@attribute League { NCAA, INTERNATIONAL, GLEAGUE }
@attribute GP integer
@attribute GS integer
@attribute MIN real
@attribute FGM real
@attribute FGA real
@attribute FG_percent real
@attribute 3PM real
@attribute 3PA real
@attribute 3P_percent real
@attribute FTM real
@attribute FTA real
@attribute FT_percent real
@attribute OFF real
@attribute DEF real
@attribute TRB real
@attribute AST real
@attribute STL real
@attribute BLK real
@attribute PF real
@attribute TOV real
@attribute PTS real
@attribute TS_percent real
@attribute eFG_percent real
@attribute ORB_percent real
@attribute DRB_percent real
@attribute TRB_percent real
@attribute AST_percent real
@attribute TOV_percent real
@attribute STL_percent real
@attribute BLK_percent real
@attribute USG_percent real
@attribute Total_S_percent real
@attribute PPR real
@attribute PPS real
@attribute ORtg real
@attribute DRtg real
@attribute PER real
@data
61,F,206,98,23,NCAA,71,71,28.2,4.59,9.31,0.493,1.03,2.79,0.369,2.65,3.25,0.814,1.77,3.49,5.27,0.92,0.7,0.38,2.68,1.62,12.86,0.592,0.548,7.3,14.41,10.85,6.44,12.98,1.44,1.47,21.49,167.57,-3.46,1.38,117.7,102.8,18.53
61,G,193,82,20,NCAA,63,33,26.6,5.67,11.95,0.474,1.19,3.67,0.325,2.68,3.81,0.704,0.97,2.35,3.32,2.81,0.92,0.25,1.84,2.19,15.21,0.552,0.524,3.94,10.11,6.94,24.38,13.73,1.96,1.02,29.3,150.29,-1.14,1.27,108.7,101,21.41
1,PG,193,95,19,NCAA,25,25,35.7,8.36,17.56,0.476,2.08,5.04,0.413,4.36,6.72,0.649,1.32,4.4,5.72,5.92,1.56,1.2,2.52,3.2,23.16,0.558,0.535,3.95,13.65,8.71,34.34,13.36,2.37,3.13,30.99,153.76,1.99,1.32,117,108,26.06
2,PG,198,86,19,NCAA,36,36,35.1,5.25,9.53,0.551,2.22,5.39,0.412,1.83,2.72,0.673,0.92,5.08,6,7.61,1.83,0.78,1.81,2.47,14.56,0.673,0.668,3.19,14.36,9.35,31.44,18.6,2.82,2.1,18.09,163.69,7,1.53,131.5,99.9,23.18
3,SF,203,95,19,NCAA,29,27,33.3,5.69,12.62,0.451,1.38,4.03,0.342,4.07,4.79,0.849,1.34,6,7.34,2.14,1.34,1.14,2.97,2.62,16.83,0.565,0.505,4.93,19.84,12.77,12.62,14.96,2.33,3.17,26.62,164.16,-3.63,1.33,111.5,99.8,21.19
4,SF,203,94,20,NCAA,35,35,30.8,6.29,12.26,0.513,0.97,2.57,0.378,2.8,4.94,0.566,2.31,5.06,7.37,2.97,1.69,1.06,2.97,2.77,16.34,0.559,0.552,8.74,17.39,13.26,18.03,15.95,3.08,3.47,27.16,145.71,-2.52,1.33,111.1,95.1,22.87
5,PG,191,84,19,NCAA,36,34,29.6,5.94,12.42,0.479,0.47,1.92,0.246,4.33,5.89,0.736,0.58,3.39,3.97,4.58,1.47,0.19,2.5,2.42,16.69,0.549,0.498,2.14,12.18,7.21,28.15,13.71,2.69,0.65,27.44,146.1,2.03,1.34,113.7,96,21.53
6,SF,208,104,19,NCAA,32,32,26.2,4.06,8,0.508,0.97,2.78,0.348,2.88,3.69,0.78,1.75,6.09,7.84,1.16,1.16,1.53,2.19,1.5,11.97,0.614,0.568,7.62,25.58,16.77,7.74,13.33,2.44,6.21,20.33,163.58,-2.69,1.5,122.4,95.1,23.42
7,SF,213,108,20,NCAA,37,37,30.8,5,10.16,0.492,1.86,4.41,0.423,3.7,4.43,0.835,2.38,4.81,7.19,0.86,0.41,0.51,1.97,1.08,15.57,0.635,0.584,10.01,17.47,14.02,5.64,8.1,0.78,1.83,22.46,175.07,-1.7,1.53,134.1,99.1,23.52
8,PG,198,91,18,INTERNATIONAL,60,37,19.1,2.18,4.87,0.449,0.7,1.87,0.375,0.68,1.07,0.641,0.87,1.28,2.15,1.67,0.75,0.18,2.25,1.03,5.75,0.539,0.521,6.02,8.62,7.34,14.86,16.22,2.24,1.05,16.39,146.43,0.43,1.18,107.1,104.6,11.21
9,PG,188,93,19,NCAA,32,32,34.8,5.97,13.12,0.455,1.72,4.78,0.359,4.47,6.25,0.715,0.81,3.75,4.56,6.16,1.94,0.44,2.09,3.38,18.12,0.563,0.52,2.72,11.47,7.29,34.21,17.34,3.11,1.23,27.19,152.92,2.04,1.38,112.3,108,21.89
10,C,211,113,19,NCAA,39,0,17.2,3.46,5.31,0.652,0.26,0.54,0.476,2.82,3.79,0.743,1.67,4.21,5.87,0.41,0.46,1.77,2.69,1.54,10,0.703,0.676,12.02,23.3,18.4,4.46,17.79,1.53,9.86,24.91,187.16,-7.27,1.88,125.2,79,29.01
11,SG,191,91,19,NCAA,38,37,32.1,6.61,14.68,0.45,2.74,6.89,0.397,3.89,4.74,0.822,0.32,2.18,2.5,2.29,0.95,0.5,1.89,2,19.84,0.586,0.543,1.07,7.23,4.19,13.29,10.56,1.6,1.54,27.24,166.9,-1.39,1.35,118.3,99.9,20.34
12,SG,196,93,20,NCAA,73,47,31.2,5.18,11.22,0.462,1.96,5.11,0.383,3.4,3.92,0.867,1.07,3.27,4.34,1.99,0.89,0.26,2.08,1.19,15.71,0.601,0.549,3.99,11.44,7.84,12.33,8.35,1.65,0.77,22.88,171.2,0.43,1.4,127.9,105,21.21
13,SG,191,98,20,NCAA,65,37,26,4.08,9.75,0.418,1.51,4.58,0.329,2,2.54,0.788,1.09,3.05,4.14,2.23,1.46,0.31,2.55,1.32,11.66,0.532,0.495,4.72,13.15,8.94,15.91,10.77,3.34,1.36,23.39,153.47,0.65,1.2,116.5,92.6,19.74
14,C,208,116,19,NCAA,38,38,30.2,4.47,7.47,0.599,0,0.03,0,4.05,6.21,0.653,3.11,4.89,8,0.84,0.68,1.5,2.61,1.68,13,0.624,0.599,11.2,17.21,14.24,4.69,13.91,1.23,4.92,18.51,125.11,-3.51,1.74,123.8,95,20.49
15,F,203,95,22,NCAA,118,114,29.1,5.21,11.36,0.459,1.42,4.2,0.339,1.93,2.71,0.713,1.53,2.54,4.08,2.64,0.64,0.38,1.52,1.39,13.78,0.545,0.521,5.91,9.25,7.63,15.89,9.9,1.26,1.42,22.64,150.98,1.24,1.21,119.9,103.1,18.52
16,C,213,109,20,NCAA,35,34,25.3,5.71,8.46,0.676,0.23,0.43,0.533,1.29,2.49,0.517,1.69,4.54,6.23,1.17,0.86,1.43,2.74,1.71,12.94,0.671,0.689,7.98,19.16,13.89,8.52,15.1,1.87,5.86,22.04,172.63,-3.54,1.53,119.8,95.5,23.58
17,F,208,105,21,NCAA,69,36,19.4,2.78,5.3,0.525,0.71,1.96,0.363,0.84,1.03,0.817,0.9,2.39,3.29,0.84,0.35,1.01,1.41,0.75,7.12,0.614,0.592,5.96,15.53,10.8,8.53,11.51,1.11,5.66,18.7,170.45,-1.05,1.34,119.8,101.6,18.89
18,PF,208,102,20,NCAA,35,35,29.9,6.71,10.89,0.617,0.77,1.66,0.466,2.06,3.03,0.679,2.23,5.97,8.2,2.43,0.63,1.11,2.54,1.49,16.26,0.66,0.652,9.09,19.73,14.97,13.07,10.76,1.13,3.51,21.97,176.16,0.42,1.49,131.1,100.5,24.99
19,PF,206,107,19,NCAA,64,34,20.7,4.92,8.19,0.601,0,0.02,0,3.58,4.91,0.729,2.75,4.22,6.97,0.38,0.47,1.17,2.81,1.44,13.42,0.638,0.601,14.95,22.34,18.69,4.22,12.02,1.26,5.85,27.77,133.04,-5.56,1.64,124.7,104.8,28.98
20,PF,211,109,19,NCAA,26,6,11.5,1.73,3,0.577,0,0,0,0.46,0.92,0.5,1.58,2.27,3.85,0.35,0.35,0.65,2.23,0.69,3.92,0.57,0.577,16.34,22.09,19.3,5.89,16.76,1.73,5.24,18.15,107.69,-4.05,1.31,114.8,100.9,18.8
21,SG,201,86,19,GLEAGUE,3,3,31.1,5.67,12,0.472,1.67,6,0.278,1.67,2.33,0.714,1,3,4,1,1.33,0,2.33,2.67,14.67,0.563,0.542,3.75,9.29,6.78,4.66,16.99,2.01,0,20.8,146.43,-6.26,1.22,98.6,100.6,10.82
22,C,211,112,19,NCAA,33,33,32.1,5.42,9.58,0.566,0,0.21,0,2.55,4.52,0.564,3.03,5.39,8.42,0.79,0.58,1.55,2.06,2.55,13.39,0.571,0.566,10.95,18.87,14.97,5.52,17.84,1.05,5.04,22.63,113.02,-6.42,1.4,104.8,99,19.03
23,SF,203,105,19,NCAA,50,10,17.4,2.68,4.76,0.563,0.54,1.48,0.365,0.94,1.8,0.522,1.4,2.14,3.54,0.82,0.96,0.94,1.7,1.08,6.84,0.609,0.62,10.11,13.75,12.04,8.28,16.13,3.19,5.44,18.88,145.01,-3.08,1.44,118.3,96.3,20.29
24,PF,208,102,21,NCAA,71,34,33.1,3.92,8.24,0.475,1.38,3.46,0.398,2.38,2.94,0.809,2.04,5.38,7.42,1.56,1.08,1.63,2.61,1.49,11.59,0.601,0.559,7.14,17.86,12.64,9.41,13.41,1.98,5.8,17.33,168.22,-1.43,1.41,121,98.7,19.17
25,C,216,104,21,GLEAGUE,15,2,20.8,4.33,7.67,0.565,0,0.4,0,0.87,1.33,0.65,1.67,3.6,5.27,1.13,0.33,1.13,3.33,1.8,10.13,0.614,0.565,8.5,19.59,13.86,8.33,17.9,0.75,4.88,20.4,121.52,-4.93,1.32,103.4,109,15.16
26,C,206,118,20,NCAA,69,69,29.2,5.1,10.19,0.501,0.86,2.28,0.376,3.35,4.41,0.76,2.17,8.23,10.41,2.42,0.39,0.52,2.49,3.01,14.41,0.586,0.543,9.26,30.12,20.48,16.2,19.71,0.78,1.79,26.35,163.64,-4.85,1.41,109,92,20.77
27,F,208,100,21,NCAA,96,64,21,3.88,7.66,0.506,0.53,1.76,0.302,1.78,2.82,0.631,1.61,3.93,5.54,1.47,0.32,0.36,1.57,1.57,10.06,0.559,0.541,9.97,20.52,15.68,14.37,14.88,0.92,1.77,26.37,143.89,-2.89,1.31,110.6,96.4,20.6
28,C,211,112,19,NCAA,38,0,14.6,2.68,4.68,0.573,0,0,0,1.71,2.76,0.619,2.58,2.55,5.13,0.61,0.26,0.58,1.82,0.66,7.08,0.59,0.573,18.82,18.97,18.89,7.22,9.89,1,4.45,20.81,119.21,-1.69,1.51,129.1,96.7,24.37
29,G,193,88,22,NCAA,34,32,32.8,6.03,11.88,0.507,1.68,4.24,0.396,4.35,5.35,0.813,1.03,3.06,4.09,4.35,1.24,1.44,2.15,2.38,18.09,0.627,0.578,3.48,10.53,6.97,28.55,14.17,2.19,4.91,25.34,171.64,1.6,1.52,124.9,103,25.54
30,SG,196,98,22,NCAA,146,75,28,4.64,9.08,0.511,1.42,3.64,0.389,2.47,3.42,0.72,1.73,3.84,5.56,1.82,1.1,0.29,2.25,1.33,13.16,0.614,0.589,7.89,15.53,11.94,13.34,11.04,2.37,1.18,22.63,161.97,-0.42,1.45,125,94.3,22.25
31,SG,191,93,19,NCAA,36,16,24.9,3.69,7.81,0.473,1.42,3.58,0.395,2.14,2.83,0.755,0.64,1.86,2.5,1.69,0.56,0.06,2.36,1.36,10.94,0.598,0.564,3.06,8.24,5.76,12.71,12.95,1.27,0.21,21.1,162.36,-0.93,1.4,118.8,105.5,16.08
32,SF,196,94,22,NCAA,131,98,28.1,3.34,7.77,0.43,1.54,3.91,0.395,2.02,2.6,0.777,0.66,2.98,3.64,1.66,0.86,0.37,1.89,1.43,10.25,0.569,0.529,2.9,12.56,7.85,12.71,13.68,1.96,1.46,20.38,160.19,-1.25,1.32,112.7,101.3,16.19
33,F,201,88,22,NCAA,132,123,28.2,3.22,6.95,0.463,0.39,1.14,0.338,2.64,3.83,0.688,1.15,3.53,4.68,2.77,0.92,0.39,2.1,2.12,9.46,0.54,0.491,4.89,15.14,9.99,20.7,19.48,1.97,1.58,19.95,148.9,-0.99,1.36,104.8,99.7,14.9
34,G,180,86,23,NCAA,145,113,30,4.2,9.24,0.454,1.28,3.03,0.42,3.32,4.37,0.761,0.54,2.9,3.44,3.97,1.14,0.07,1.98,1.86,13,0.574,0.524,2.18,10.34,6.52,24.48,14.13,2.2,0.24,21.81,163.64,2.58,1.41,119.7,100.9,18.65
35,PF,208,100,20,NCAA,65,64,30.6,4.8,8.83,0.544,0.14,0.34,0.409,3.49,5.25,0.666,2.89,6.55,9.45,1.22,0.6,1.12,3.09,1.83,13.23,0.584,0.551,11.03,23.34,17.39,8.59,13.92,1.17,3.65,21.94,161.83,-3.46,1.5,116.7,92.6,21.72
36,SF,208,100,21,NCAA,31,11,21.7,1.65,3.97,0.415,0.29,1.16,0.25,1.06,1.45,0.733,1.16,3.68,4.84,1.06,0.68,0.87,2.06,0.84,4.65,0.499,0.451,5.82,17.53,11.82,7.73,15.26,1.75,4.18,12.14,139.8,-0.58,1.17,105.8,102.8,11.98
37,SF,198,109,22,NCAA,58,35,23.1,3.83,7.98,0.479,1.4,3.36,0.415,3.21,4.09,0.785,1.55,3.09,4.64,0.97,0.38,0.31,1.36,0.95,12.26,0.618,0.567,8.31,15.25,11.92,8.1,8.72,1.02,1.59,24.47,167.97,-1.38,1.54,131.5,96.2,23.68
38,PF,203,98,22,NCAA,104,62,24.9,3.32,5.44,0.61,0.03,0.15,0.188,1.16,1.86,0.627,2.15,4.76,6.91,1.49,1.07,2.25,2.32,1.56,7.83,0.619,0.612,10.46,21.14,16.03,10.79,19.76,2.48,9.51,15.98,142.4,-2.25,1.44,116.7,92,21.05
39,PG,183,86,20,NCAA,54,52,29.1,5.7,12.74,0.448,1.02,2.5,0.407,4.17,5.09,0.818,0.63,3.19,3.81,5.78,1.52,0.15,2.37,2.7,16.59,0.547,0.488,2.51,12.26,7.47,41.78,15.14,2.99,0.56,29.85,167.33,3.92,1.3,116.2,104,23.89
40,SF,198,100,21,NCAA,69,67,28.8,6.06,13.48,0.449,1.29,4.13,0.312,3.1,4.23,0.733,1.17,3.81,4.99,1.61,0.99,0.07,1.86,2.1,16.51,0.533,0.497,4.7,14.56,9.75,11.01,11.95,1.9,0.27,29.11,149.46,-3.45,1.22,107.9,102.7,19.11
41,SG,196,83,21,NCAA,75,74,30,4.56,10.03,0.455,2.07,4.97,0.416,2.88,3.93,0.732,1.08,2.79,3.87,1.84,0.79,0.15,1.76,1.71,14.07,0.591,0.558,4.35,10.32,7.46,11.34,12.55,1.51,0.52,22.59,160.25,-1.61,1.4,118.5,101.7,17.81
42,C,208,112,19,NCAA,69,69,25.3,4.42,7.46,0.592,0.41,1.09,0.373,2.96,4.12,0.718,2.12,4.09,6.2,1.22,0.62,1.22,2.94,1.97,12.2,0.648,0.619,10.41,18.05,14.44,9.02,17.31,1.43,4.93,22.16,168.39,-4.61,1.63,122.1,100.2,22.37
43,PF,213,113,19,GLEAGUE,78,51,25.7,6.04,10.12,0.597,0.53,1.83,0.287,2.58,3.88,0.663,3.88,6.87,10.76,2.59,0.72,1.41,3.24,2.28,15.59,0.659,0.623,16.15,27.64,21.99,14.87,16.18,1.28,4.65,21.81,154.7,-2.09,1.54,123.7,106.6,24.41
44,SG,196,93,23,NCAA,134,133,29.1,4.81,10.37,0.464,1.81,4.77,0.38,1.49,1.87,0.796,1.24,3.8,5.04,1.11,0.75,0.16,1.6,1.16,12.93,0.574,0.551,5.01,14.96,10.05,7.69,9.32,1.53,0.59,21.43,164.03,-1.42,1.25,118.9,100.4,18.42
45,F,198,98,21,NCAA,109,98,28.9,5.39,11.4,0.472,1.22,3.37,0.362,2.8,3.52,0.794,1.6,2.94,4.54,2.56,0.88,0.47,2.94,2.15,14.79,0.565,0.526,6.64,11.21,9.03,17.58,14.1,1.76,1.7,26.48,162.89,-1.5,1.3,113.9,101.5,19.95
46,G,196,99,22,NCAA,136,107,25.7,2.9,5.75,0.504,0.94,2.09,0.451,1.43,1.85,0.77,1.4,3.38,4.78,2.16,1.02,0.38,2.24,1.54,8.16,0.616,0.586,6.94,14.64,11.05,15.66,18.82,2.45,1.87,16.66,172.44,-0.39,1.42,118.6,93.9,17.05
47,C,206,114,18,NCAA,29,0,13,1.97,3.48,0.564,0,0,0,0.79,1.48,0.535,1.41,2.62,4.03,0.21,0.17,1.21,2.48,0.83,4.72,0.564,0.564,13.03,19.99,16.84,2.4,16.5,0.73,8.79,18.56,109.92,-5.07,1.36,108.7,98,16.37
48,SG,193,98,22,NCAA,132,132,31.8,4.52,11.52,0.392,1.36,4,0.339,4.32,5.6,0.771,1.62,3.57,5.19,2.95,1.51,0.59,2.42,2.51,14.7,0.518,0.451,5.73,13.02,9.32,20.57,15.02,2.78,2.23,25.79,150.22,-1.68,1.28,108.1,96.1,18.41
49,SF,203,107,20,GLEAGUE,10,5,28.7,5,11.8,0.424,2.4,6.1,0.393,1.1,1.4,0.786,1.8,4.5,6.3,2.7,0.9,0.3,3,2.9,14.4,0.58,0.525,6.34,15.55,10.99,13.85,18.93,1.46,0.8,21.25,160.29,-3.75,1.22,102.5,114.6,13.41
50,F,206,113,21,INTERNATIONAL,77,58,18.4,2.91,4.81,0.605,0.01,0.04,0.333,1.87,3.01,0.621,2.14,2.71,4.86,0.66,0.83,0.74,2.49,1.48,7.7,0.628,0.607,14.68,20.14,17.3,6.33,19.45,2.54,4.33,20.01,155.94,-5.9,1.6,114.4,105.5,18.55
51,G,188,83,21,NCAA,140,121,33.8,4.54,9.54,0.476,1.09,2.85,0.381,2.03,2.6,0.78,0.77,2.91,3.69,5.49,1.61,0.29,1.51,1.17,12.2,0.566,0.533,2.67,9.13,6.06,27.36,9.8,2.68,0.86,17.64,163.72,7.04,1.28,126.2,102.5,19.26
52,G,198,89,21,NCAA,60,49,25.7,3.42,7.97,0.429,0.62,2.17,0.285,3.6,4.93,0.73,0.5,2.88,3.38,3.72,1.13,0.37,2.2,2.13,11.05,0.536,0.468,2.18,12.45,7.34,26.73,17.14,2.47,1.65,23.18,144.32,1.29,1.39,109.9,98.1,17.27
53,G,191,91,24,NCAA,68,60,27.5,3.04,6.63,0.459,0.74,1.84,0.4,2.25,3.1,0.725,0.29,3.28,3.57,3.26,1.29,0.71,2.43,1.96,9.07,0.56,0.514,1.36,13.07,7.64,21.2,19.44,2.75,2.66,18.53,158.41,0.82,1.37,109.5,95.2,15.67
54,F,206,102,22,NCAA,134,134,31.7,5.9,12.11,0.487,2.16,5.18,0.416,3.57,4.22,0.846,1.97,5.46,7.43,1.52,0.76,0.28,2.11,1.85,17.52,0.621,0.576,7.51,18.63,13.38,10.94,11.59,1.43,0.99,25.67,174.95,-2.66,1.45,124.4,95,23.98
55,SG,191,86,22,NCAA,100,100,34.1,5.74,12.36,0.464,0.97,2.93,0.331,2.91,3.61,0.806,0.69,4.4,5.09,4.96,1.33,0.13,1.91,2.59,15.36,0.546,0.504,2.43,13.8,8.45,28.88,15.54,2.28,0.37,24.68,160.16,2.08,1.24,111.1,98.3,19.44
56,SG,198,90,22,NCAA,114,80,26.4,3.95,8.93,0.442,1.64,4.43,0.37,1.23,1.63,0.753,0.79,2.49,3.28,1.16,0.51,0.31,1.72,1.2,10.76,0.555,0.534,3.49,10.37,7.04,9.1,11.02,1.15,1.14,21.37,156.5,-1.65,1.21,110,102.7,15.06
57,PF,206,102,21,INTERNATIONAL,34,9,14,2.12,4.15,0.511,0.74,1.97,0.373,0.65,0.79,0.815,0.88,2.12,3,0.74,0.38,0.35,1.53,0.35,5.62,0.625,0.599,8.09,18.95,13.58,8,7.28,1.49,2.68,16.48,169.86,1,1.35,130.3,105.3,17.24
58,SG,193,82,21,INTERNATIONAL,12,6,23.9,4.17,8.42,0.495,0.83,3.17,0.263,2.08,3.33,0.625,0.58,2.58,3.17,3.92,1,0.08,1.83,2.08,11.25,0.569,0.545,2.95,13.61,8.17,28.14,17.41,2.24,0.36,22.73,138.32,2.18,1.34,110.7,110.5,16.44
59,F,203,100,23,NCAA,128,125,30.7,4.9,10.05,0.488,0.75,2.38,0.316,2.99,4.13,0.724,1.89,4.6,6.49,1.1,0.65,0.77,1.65,1.48,13.54,0.564,0.525,7.27,17.33,12.35,8.39,11,1.33,2.71,23.61,152.74,-2.62,1.35,115.3,99.5,20.77
60,PF,208,110,21,INTERNATIONAL,44,6,15.8,2.14,3.82,0.56,0,0.02,0,1,1.66,0.603,1.95,3.34,5.3,0.75,0.57,0.84,1.84,0.93,5.27,0.58,0.56,16.5,26.93,21.84,8.19,17,2.07,5.23,17.32,116.23,-2.91,1.38,115.8,103.9,18.64
61,PF,208,91,24,NCAA,69,47,24.8,4.33,8.16,0.531,1.09,3.16,0.344,2.17,3.39,0.641,2.28,4.51,6.78,0.41,0.61,2.74,2.68,1.09,11.93,0.61,0.598,11.09,20.09,15.79,3.17,10.01,1.42,11.78,21.83,151.61,-3.32,1.46,124,90.9,24.98
61,F,216,113,21,NCAA,128,76,24.1,2.99,7.17,0.417,1.17,3.66,0.32,1.71,2.2,0.779,1.2,3.55,4.76,1.12,0.38,1.64,1.95,1.08,8.87,0.54,0.499,6.18,15.84,11.35,9.96,11.6,0.97,7.02,20.51,151.64,-1.43,1.24,110.1,97.2,17.28
61,G,198,88,23,NCAA,121,107,28.8,4.83,9.79,0.494,0.51,1.78,0.288,2.68,4.37,0.612,1.4,3.32,4.73,2,1.31,0.63,2.6,1.86,12.86,0.542,0.52,5.49,13.63,9.47,14.32,13.55,2.6,2.43,23.52,139.49,-1.76,1.31,107.4,104.7,17.99
61,PF,203,106,22,NCAA,151,45,16.2,2.78,4.87,0.571,0.01,0.04,0.167,1.79,2.48,0.725,1.46,2.15,3.62,0.66,0.33,0.52,2.45,1.05,7.36,0.609,0.571,10.06,14.15,12.15,7.23,14.82,1.16,3.48,20.64,146.19,-3.65,1.51,119.5,99.6,18.79
61,F,203,100,22,NCAA,135,93,24.5,3.4,6.31,0.539,0.01,0.04,0.2,2.19,3.3,0.663,2.24,3.53,5.78,1.79,0.76,0.93,2.34,1.45,8.99,0.571,0.539,11.72,16.03,14.03,14.34,15.56,1.9,4.83,19.98,140.17,-1.1,1.42,117.2,92.9,19.87
61,G,196,88,21,NCAA,114,105,30.7,5.67,11.61,0.488,0.88,2.95,0.298,1.98,2.82,0.702,1.29,4.33,5.62,1.93,1.31,0.6,1.77,1.41,14.19,0.548,0.526,-,-,-,-,9.83,-,-,-,148.74,-,1.22,-,-,-
61,GF,193,88,23,NCAA,56,2,7.6,1,2.66,0.376,0.66,1.93,0.343,0.25,0.27,0.933,0.45,0.89,1.34,0.36,0.16,0.11,0.59,0.23,2.91,0.522,0.5,7.95,14.71,11.46,9.22,7.69,1.01,1.03,16.84,165.18,1.14,1.09,110.9,96.6,12.85
61,G,193,86,22,NCAA,138,76,25.4,2.86,6.69,0.427,1.84,4.59,0.401,0.93,1.14,0.815,0.37,2.75,3.12,1.31,0.67,0.15,1.53,0.83,8.48,0.586,0.564,1.7,11.45,6.82,8.39,10.26,1.48,0.59,15.81,164.28,0.18,1.27,115.8,104.3,13.21
61,PG,183,86,22,NCAA,127,124,31.9,3.4,8.41,0.404,1.83,4.57,0.401,2.94,3.52,0.837,0.44,3.98,4.43,3.93,1.15,0.05,1.77,1.76,11.58,0.574,0.514,1.78,15.78,8.85,23.49,14.89,2.26,0.16,20.71,164.22,2.86,1.38,117.1,101.9,18.11
61,GF,198,95,22,NCAA,135,128,29.7,3.44,8.3,0.415,1.34,3.7,0.362,1.85,2.62,0.706,0.93,3.47,4.41,0.85,0.79,0.68,2.76,1.5,10.08,0.528,0.496,3.65,13.49,8.59,5.79,13.55,1.56,2.65,19.24,148.3,-3.14,1.21,102.3,102.5,12.56
61,G,193,95,21,NCAA,137,101,29.1,3.16,7.97,0.397,1.12,3.32,0.338,2.17,2.85,0.762,0.5,3.07,3.58,3.76,1.1,0.23,1.46,1.61,9.61,0.516,0.467,2.07,12.25,7.25,25.78,14.75,2.39,0.92,19.84,149.65,3.29,1.21,112.1,95,16.25
61,F,203,105,22,INTERNATIONAL,58,57,32,6.64,12.48,0.532,1.17,3.19,0.368,5.07,6.29,0.805,1.31,4.67,5.98,2.45,0.88,0.36,1.95,1.79,19.52,0.64,0.579,5.08,15.9,10.84,13.53,10.52,1.44,1.03,24.55,170.48,-0.49,1.56,126.5,101.9,21.92
61,SG,198,98,22,NCAA,125,119,29.2,3.7,9.59,0.386,1.13,3.5,0.323,4.52,5.38,0.841,0.29,2.37,2.66,3.46,0.86,0.19,2.75,2.57,13.06,0.537,0.445,1.15,9.99,5.45,25.26,17.45,1.75,0.76,25.66,154.96,-0.9,1.36,106,111.3,15.55
61,G,185,88,22,NCAA,138,134,32.1,2.88,7.11,0.405,1.53,3.74,0.409,1.59,1.96,0.812,0.29,2.41,2.7,4.12,0.87,0.12,1.32,1.53,8.88,0.552,0.512,1.19,9.26,5.37,25.02,15.98,1.8,0.46,17.11,162.54,4.29,1.25,114.7,96.3,14.69
61,G,191,84,23,NCAA,106,15,20,2.34,5.56,0.421,0.74,1.99,0.37,2.26,3.17,0.714,0.64,1.67,2.31,2.25,1.45,0.24,1.94,1.52,7.68,0.544,0.487,3.33,10.67,6.62,20.52,17.7,4.15,1.49,20.03,150.5,-0.11,1.38,110.7,92.7,16.81
61,PG,191,86,21,INTERNATIONAL,60,9,13.6,1.68,3.7,0.455,0.9,2.15,0.419,1.22,1.45,0.839,0.25,1.07,1.32,1.98,0.57,0.12,1.75,1.28,5.48,0.632,0.577,2.62,9.73,6.42,22.94,22.83,2.3,0.92,20.13,171.26,0.29,1.48,113.1,109.6,14.08
61,G,191,84,22,NCAA,141,105,32,4.14,10.23,0.405,2.33,5.87,0.397,3.01,3.65,0.825,0.21,2.55,2.77,3.81,0.75,0.07,1.35,1.67,13.63,0.57,0.519,0.77,8.5,4.79,19.91,12.23,1.33,0.24,20.86,162.76,2.62,1.33,117.8,107.1,16.28
61,SG,196,88,22,NCAA,134,51,18.5,1.75,3.95,0.444,0.31,1.16,0.265,1.23,1.91,0.645,0.72,1.75,2.48,0.87,0.9,0.49,2.07,0.96,5.04,0.52,0.483,4.51,10.81,7.67,9.6,16.44,3.01,3.01,16.43,135.33,-2.16,1.28,103.5,89.6,13
61,G,188,87,22,NCAA,128,74,22,2.41,5.53,0.436,0.35,1.46,0.241,1.44,2.26,0.637,0.84,1.83,2.66,1.34,0.95,0.07,1.91,1.14,6.62,0.501,0.468,4.47,9.77,7.12,12.32,14.73,2.56,0.37,18.17,131.38,-1.15,1.2,101.8,102.9,12.17
61,G,196,94,21,NCAA,59,59,27.9,5.86,12.12,0.484,0.95,2.78,0.341,3.68,5.49,0.67,2.29,5.02,7.31,1.86,1.92,1.32,2.86,2.29,16.36,0.555,0.523,-,-,-,-,13.45,-,-,-,149.51,-,1.35,-,-,-
61,G,185,89,22,NCAA,129,128,35,5.65,13.36,0.423,2.98,7.41,0.403,3.64,4.34,0.839,0.33,2.49,2.82,2.5,0.87,0.14,2,1.61,17.93,0.581,0.535,1.14,8.85,4.91,17.28,9.47,1.54,0.45,26.71,166.51,0.16,1.34,116,109,19.66
61,F,203,102,23,NCAA,109,35,14.9,1.77,4.13,0.429,0.22,0.74,0.296,1.38,1.91,0.721,1.49,2.4,3.89,0.51,0.35,0.5,2.28,0.89,5.14,0.51,0.456,12.22,19.58,15.92,7.27,15.02,1.45,3.96,21.51,144.63,-3.87,1.24,105.6,99.6,15.49
61,G,198,95,23,NCAA,114,83,25.6,3.96,9.03,0.439,2.11,5.42,0.39,1.84,2.25,0.817,0.4,2.89,3.29,1.57,0.61,0.39,2.21,1.34,11.89,0.589,0.556,1.99,12.45,7.56,12.12,11.73,1.42,1.71,23.64,164.63,-1.16,1.32,112.5,107.2,17.28
