Pos,HT,WT,Age,League,GS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,TOV%,STL%,BLK%,Total S %,PPR,ORtg,DRtg,Pick
PF,206cm,107kg,19,NCAA,34,8.19,0.601,0.02,0,4.91,0.729,6.97,0.38,0.47,1.17,2.81,1.44,13.42,0.638,0.601,14.95,22.34,18.69,12.02,1.26,5.85,133.04,-5.56,124.7,104.8,19
PF,211cm,109kg,19,NCAA,6,3,0.577,0,0,0.92,0.5,3.85,0.35,0.35,0.65,2.23,0.69,3.92,0.57,0.577,16.34,22.09,19.3,16.76,1.73,5.24,107.69,-4.05,114.8,100.9,20
SG,201cm,86kg,19,GLEAGUE,3,12,0.472,6,0.278,2.33,0.714,4,1,1.33,0,2.33,2.67,14.67,0.563,0.542,3.75,9.29,6.78,16.99,2.01,0,146.43,-6.26,98.6,100.6,21
C,211cm,112kg,19,NCAA,33,9.58,0.566,0.21,0,4.52,0.564,8.42,0.79,0.58,1.55,2.06,2.55,13.39,0.571,0.566,10.95,18.87,14.97,17.84,1.05,5.04,113.02,-6.42,104.8,99,22
SF,203cm,105kg,19,NCAA,10,4.76,0.563,1.48,0.365,1.8,0.522,3.54,0.82,0.96,0.94,1.7,1.08,6.84,0.609,0.62,10.11,13.75,12.04,16.13,3.19,5.44,145.01,-3.08,118.3,96.3,23
PF,208cm,102kg,21,NCAA,34,8.24,0.475,3.46,0.398,2.94,0.809,7.42,1.56,1.08,1.63,2.61,1.49,11.59,0.601,0.559,7.14,17.86,12.64,13.41,1.98,5.8,168.22,-1.43,121,98.7,24
C,216cm,104kg,21,GLEAGUE,2,7.67,0.565,0.4,0,1.33,0.65,5.27,1.13,0.33,1.13,3.33,1.8,10.13,0.614,0.565,8.5,19.59,13.86,17.9,0.75,4.88,121.52,-4.93,103.4,109,25
C,206cm,118kg,20,NCAA,69,10.19,0.501,2.28,0.376,4.41,0.76,10.41,2.42,0.39,0.52,2.49,3.01,14.41,0.586,0.543,9.26,30.12,20.48,19.71,0.78,1.79,163.64,-4.85,109,92,26
F,208cm,100kg,21,NCAA,64,7.66,0.506,1.76,0.302,2.82,0.631,5.54,1.47,0.32,0.36,1.57,1.57,10.06,0.559,0.541,9.97,20.52,15.68,14.88,0.92,1.77,143.89,-2.89,110.6,96.4,27
C,211cm,112kg,19,NCAA,0,4.68,0.573,0,0,2.76,0.619,5.13,0.61,0.26,0.58,1.82,0.66,7.08,0.59,0.573,18.82,18.97,18.89,9.89,1,4.45,119.21,-1.69,129.1,96.7,28
G,193cm,88kg,22,NCAA,32,11.88,0.507,4.24,0.396,5.35,0.813,4.09,4.35,1.24,1.44,2.15,2.38,18.09,0.627,0.578,3.48,10.53,6.97,14.17,2.19,4.91,171.64,1.6,124.9,103,29
SG,196cm,98kg,22,NCAA,75,9.08,0.511,3.64,0.389,3.42,0.72,5.56,1.82,1.1,0.29,2.25,1.33,13.16,0.614,0.589,7.89,15.53,11.94,11.04,2.37,1.18,161.97,-0.42,125,94.3,30
SG,191cm,93kg,19,NCAA,16,7.81,0.473,3.58,0.395,2.83,0.755,2.5,1.69,0.56,0.06,2.36,1.36,10.94,0.598,0.564,3.06,8.24,5.76,12.95,1.27,0.21,162.36,-0.93,118.8,105.5,31
SF,196cm,94kg,22,NCAA,98,7.77,0.43,3.91,0.395,2.6,0.777,3.64,1.66,0.86,0.37,1.89,1.43,10.25,0.569,0.529,2.9,12.56,7.85,13.68,1.96,1.46,160.19,-1.25,112.7,101.3,32
F,201cm,88kg,22,NCAA,123,6.95,0.463,1.14,0.338,3.83,0.688,4.68,2.77,0.92,0.39,2.1,2.12,9.46,0.54,0.491,4.89,15.14,9.99,19.48,1.97,1.58,148.9,-0.99,104.8,99.7,33
G,180cm,86kg,23,NCAA,113,9.24,0.454,3.03,0.42,4.37,0.761,3.44,3.97,1.14,0.07,1.98,1.86,13,0.574,0.524,2.18,10.34,6.52,14.13,2.2,0.24,163.64,2.58,119.7,100.9,34
PF,208cm,100kg,20,NCAA,64,8.83,0.544,0.34,0.409,5.25,0.666,9.45,1.22,0.6,1.12,3.09,1.83,13.23,0.584,0.551,11.03,23.34,17.39,13.92,1.17,3.65,161.83,-3.46,116.7,92.6,35
SF,208cm,100kg,21,NCAA,11,3.97,0.415,1.16,0.25,1.45,0.733,4.84,1.06,0.68,0.87,2.06,0.84,4.65,0.499,0.451,5.82,17.53,11.82,15.26,1.75,4.18,139.8,-0.58,105.8,102.8,36
SF,198cm,109kg,22,NCAA,35,7.98,0.479,3.36,0.415,4.09,0.785,4.64,0.97,0.38,0.31,1.36,0.95,12.26,0.618,0.567,8.31,15.25,11.92,8.72,1.02,1.59,167.97,-1.38,131.5,96.2,37
PF,203cm,98kg,22,NCAA,62,5.44,0.61,0.15,0.188,1.86,0.627,6.91,1.49,1.07,2.25,2.32,1.56,7.83,0.619,0.612,10.46,21.14,16.03,19.76,2.48,9.51,142.4,-2.25,116.7,92,38
PG,183cm,86kg,20,NCAA,52,12.74,0.448,2.5,0.407,5.09,0.818,3.81,5.78,1.52,0.15,2.37,2.7,16.59,0.547,0.488,2.51,12.26,7.47,15.14,2.99,0.56,167.33,3.92,116.2,104,39
SF,198cm,100kg,21,NCAA,67,13.48,0.449,4.13,0.312,4.23,0.733,4.99,1.61,0.99,0.07,1.86,2.1,16.51,0.533,0.497,4.7,14.56,9.75,11.95,1.9,0.27,149.46,-3.45,107.9,102.7,40
SG,196cm,83kg,21,NCAA,74,10.03,0.455,4.97,0.416,3.93,0.732,3.87,1.84,0.79,0.15,1.76,1.71,14.07,0.591,0.558,4.35,10.32,7.46,12.55,1.51,0.52,160.25,-1.61,118.5,101.7,41
C,208cm,112kg,19,NCAA,69,7.46,0.592,1.09,0.373,4.12,0.718,6.2,1.22,0.62,1.22,2.94,1.97,12.2,0.648,0.619,10.41,18.05,14.44,17.31,1.43,4.93,168.39,-4.61,122.1,100.2,42
PF,213cm,113kg,19,GLEAGUE,51,10.12,0.597,1.83,0.287,3.88,0.663,10.76,2.59,0.72,1.41,3.24,2.28,15.59,0.659,0.623,16.15,27.64,21.99,16.18,1.28,4.65,154.7,-2.09,123.7,106.6,43
SG,196cm,93kg,23,NCAA,133,10.37,0.464,4.77,0.38,1.87,0.796,5.04,1.11,0.75,0.16,1.6,1.16,12.93,0.574,0.551,5.01,14.96,10.05,9.32,1.53,0.59,164.03,-1.42,118.9,100.4,44
F,198cm,98kg,21,NCAA,98,11.4,0.472,3.37,0.362,3.52,0.794,4.54,2.56,0.88,0.47,2.94,2.15,14.79,0.565,0.526,6.64,11.21,9.03,14.1,1.76,1.7,162.89,-1.5,113.9,101.5,45
G,196cm,99kg,22,NCAA,107,5.75,0.504,2.09,0.451,1.85,0.77,4.78,2.16,1.02,0.38,2.24,1.54,8.16,0.616,0.586,6.94,14.64,11.05,18.82,2.45,1.87,172.44,-0.39,118.6,93.9,46
C,206cm,114kg,18,NCAA,0,3.48,0.564,0,0,1.48,0.535,4.03,0.21,0.17,1.21,2.48,0.83,4.72,0.564,0.564,13.03,19.99,16.84,16.5,0.73,8.79,109.92,-5.07,108.7,98,47
SG,193cm,98kg,22,NCAA,132,11.52,0.392,4,0.339,5.6,0.771,5.19,2.95,1.51,0.59,2.42,2.51,14.7,0.518,0.451,5.73,13.02,9.32,15.02,2.78,2.23,150.22,-1.68,108.1,96.1,48
SF,203cm,107kg,20,GLEAGUE,5,11.8,0.424,6.1,0.393,1.4,0.786,6.3,2.7,0.9,0.3,3,2.9,14.4,0.58,0.525,6.34,15.55,10.99,18.93,1.46,0.8,160.29,-3.75,102.5,114.6,49
F,206cm,113kg,21,INTERNATIONAL,58,4.81,0.605,0.04,0.333,3.01,0.621,4.86,0.66,0.83,0.74,2.49,1.48,7.7,0.628,0.607,14.68,20.14,17.3,19.45,2.54,4.33,155.94,-5.9,114.4,105.5,50
G,188cm,83kg,21,NCAA,121,9.54,0.476,2.85,0.381,2.6,0.78,3.69,5.49,1.61,0.29,1.51,1.17,12.2,0.566,0.533,2.67,9.13,6.06,9.8,2.68,0.86,163.72,7.04,126.2,102.5,51
G,198cm,89kg,21,NCAA,49,7.97,0.429,2.17,0.285,4.93,0.73,3.38,3.72,1.13,0.37,2.2,2.13,11.05,0.536,0.468,2.18,12.45,7.34,17.14,2.47,1.65,144.32,1.29,109.9,98.1,52
G,191cm,91kg,24,NCAA,60,6.63,0.459,1.84,0.4,3.1,0.725,3.57,3.26,1.29,0.71,2.43,1.96,9.07,0.56,0.514,1.36,13.07,7.64,19.44,2.75,2.66,158.41,0.82,109.5,95.2,53
F,206cm,102kg,22,NCAA,134,12.11,0.487,5.18,0.416,4.22,0.846,7.43,1.52,0.76,0.28,2.11,1.85,17.52,0.621,0.576,7.51,18.63,13.38,11.59,1.43,0.99,174.95,-2.66,124.4,95,54
SG,191cm,86kg,22,NCAA,100,12.36,0.464,2.93,0.331,3.61,0.806,5.09,4.96,1.33,0.13,1.91,2.59,15.36,0.546,0.504,2.43,13.8,8.45,15.54,2.28,0.37,160.16,2.08,111.1,98.3,55
SG,198cm,90kg,22,NCAA,80,8.93,0.442,4.43,0.37,1.63,0.753,3.28,1.16,0.51,0.31,1.72,1.2,10.76,0.555,0.534,3.49,10.37,7.04,11.02,1.15,1.14,156.5,-1.65,110,102.7,56
PF,206cm,102kg,21,INTERNATIONAL,9,4.15,0.511,1.97,0.373,0.79,0.815,3,0.74,0.38,0.35,1.53,0.35,5.62,0.625,0.599,8.09,18.95,13.58,7.28,1.49,2.68,169.86,1,130.3,105.3,57
SG,193cm,82kg,21,INTERNATIONAL,6,8.42,0.495,3.17,0.263,3.33,0.625,3.17,3.92,1,0.08,1.83,2.08,11.25,0.569,0.545,2.95,13.61,8.17,17.41,2.24,0.36,138.32,2.18,110.7,110.5,58
F,203cm,100kg,23,NCAA,125,10.05,0.488,2.38,0.316,4.13,0.724,6.49,1.1,0.65,0.77,1.65,1.48,13.54,0.564,0.525,7.27,17.33,12.35,11,1.33,2.71,152.74,-2.62,115.3,99.5,59
PF,208cm,110kg,21,INTERNATIONAL,6,3.82,0.56,0.02,0,1.66,0.603,5.3,0.75,0.57,0.84,1.84,0.93,5.27,0.58,0.56,16.5,26.93,21.84,17,2.07,5.23,116.23,-2.91,115.8,103.9,60
PF,208cm,91kg,24,NCAA,47,8.16,0.531,3.16,0.344,3.39,0.641,6.78,0.41,0.61,2.74,2.68,1.09,11.93,0.61,0.598,11.09,20.09,15.79,10.01,1.42,11.78,151.61,-3.32,124,90.9,61
F,216cm,113kg,21,NCAA,76,7.17,0.417,3.66,0.32,2.2,0.779,4.76,1.12,0.38,1.64,1.95,1.08,8.87,0.54,0.499,6.18,15.84,11.35,11.6,0.97,7.02,151.64,-1.43,110.1,97.2,61
G,198cm,88kg,23,NCAA,107,9.79,0.494,1.78,0.288,4.37,0.612,4.73,2,1.31,0.63,2.6,1.86,12.86,0.542,0.52,5.49,13.63,9.47,13.55,2.6,2.43,139.49,-1.76,107.4,104.7,61
PF,203cm,106kg,22,NCAA,45,4.87,0.571,0.04,0.167,2.48,0.725,3.62,0.66,0.33,0.52,2.45,1.05,7.36,0.609,0.571,10.06,14.15,12.15,14.82,1.16,3.48,146.19,-3.65,119.5,99.6,61
F,203cm,100kg,22,NCAA,93,6.31,0.539,0.04,0.2,3.3,0.663,5.78,1.79,0.76,0.93,2.34,1.45,8.99,0.571,0.539,11.72,16.03,14.03,15.56,1.9,4.83,140.17,-1.1,117.2,92.9,61
G,196cm,88kg,21,NCAA,105,11.61,0.488,2.95,0.298,2.82,0.702,5.62,1.93,1.31,0.6,1.77,1.41,14.19,0.548,0.526,-,-,-,9.83,-,-,148.74,-,-,-,61
GF,193cm,88kg,23,NCAA,2,2.66,0.376,1.93,0.343,0.27,0.933,1.34,0.36,0.16,0.11,0.59,0.23,2.91,0.522,0.5,7.95,14.71,11.46,7.69,1.01,1.03,165.18,1.14,110.9,96.6,61
G,193cm,86kg,22,NCAA,76,6.69,0.427,4.59,0.401,1.14,0.815,3.12,1.31,0.67,0.15,1.53,0.83,8.48,0.586,0.564,1.7,11.45,6.82,10.26,1.48,0.59,164.28,0.18,115.8,104.3,61
PG,183cm,86kg,22,NCAA,124,8.41,0.404,4.57,0.401,3.52,0.837,4.43,3.93,1.15,0.05,1.77,1.76,11.58,0.574,0.514,1.78,15.78,8.85,14.89,2.26,0.16,164.22,2.86,117.1,101.9,61
GF,198cm,95kg,22,NCAA,128,8.3,0.415,3.7,0.362,2.62,0.706,4.41,0.85,0.79,0.68,2.76,1.5,10.08,0.528,0.496,3.65,13.49,8.59,13.55,1.56,2.65,148.3,-3.14,102.3,102.5,61
G,193cm,95kg,21,NCAA,101,7.97,0.397,3.32,0.338,2.85,0.762,3.58,3.76,1.1,0.23,1.46,1.61,9.61,0.516,0.467,2.07,12.25,7.25,14.75,2.39,0.92,149.65,3.29,112.1,95,61
F,203cm,105kg,22,INTERNATIONAL,57,12.48,0.532,3.19,0.368,6.29,0.805,5.98,2.45,0.88,0.36,1.95,1.79,19.52,0.64,0.579,5.08,15.9,10.84,10.52,1.44,1.03,170.48,-0.49,126.5,101.9,61
SG,198cm,98kg,22,NCAA,119,9.59,0.386,3.5,0.323,5.38,0.841,2.66,3.46,0.86,0.19,2.75,2.57,13.06,0.537,0.445,1.15,9.99,5.45,17.45,1.75,0.76,154.96,-0.9,106,111.3,61
G,185cm,88kg,22,NCAA,134,7.11,0.405,3.74,0.409,1.96,0.812,2.7,4.12,0.87,0.12,1.32,1.53,8.88,0.552,0.512,1.19,9.26,5.37,15.98,1.8,0.46,162.54,4.29,114.7,96.3,61
G,191cm,84kg,23,NCAA,15,5.56,0.421,1.99,0.37,3.17,0.714,2.31,2.25,1.45,0.24,1.94,1.52,7.68,0.544,0.487,3.33,10.67,6.62,17.7,4.15,1.49,150.5,-0.11,110.7,92.7,61
PG,191cm,86kg,21,INTERNATIONAL,9,3.7,0.455,2.15,0.419,1.45,0.839,1.32,1.98,0.57,0.12,1.75,1.28,5.48,0.632,0.577,2.62,9.73,6.42,22.83,2.3,0.92,171.26,0.29,113.1,109.6,61
G,191cm,84kg,22,NCAA,105,10.23,0.405,5.87,0.397,3.65,0.825,2.77,3.81,0.75,0.07,1.35,1.67,13.63,0.57,0.519,0.77,8.5,4.79,12.23,1.33,0.24,162.76,2.62,117.8,107.1,61
SG,196cm,88kg,22,NCAA,51,3.95,0.444,1.16,0.265,1.91,0.645,2.48,0.87,0.9,0.49,2.07,0.96,5.04,0.52,0.483,4.51,10.81,7.67,16.44,3.01,3.01,135.33,-2.16,103.5,89.6,61
G,188cm,87kg,22,NCAA,74,5.53,0.436,1.46,0.241,2.26,0.637,2.66,1.34,0.95,0.07,1.91,1.14,6.62,0.501,0.468,4.47,9.77,7.12,14.73,2.56,0.37,131.38,-1.15,101.8,102.9,61
G,196cm,94kg,21,NCAA,59,12.12,0.484,2.78,0.341,5.49,0.67,7.31,1.86,1.92,1.32,2.86,2.29,16.36,0.555,0.523,-,-,-,13.45,-,-,149.51,-,-,-,61
G,185cm,89kg,22,NCAA,128,13.36,0.423,7.41,0.403,4.34,0.839,2.82,2.5,0.87,0.14,2,1.61,17.93,0.581,0.535,1.14,8.85,4.91,9.47,1.54,0.45,166.51,0.16,116,109,61
F,203cm,102kg,23,NCAA,35,4.13,0.429,0.74,0.296,1.91,0.721,3.89,0.51,0.35,0.5,2.28,0.89,5.14,0.51,0.456,12.22,19.58,15.92,15.02,1.45,3.96,144.63,-3.87,105.6,99.6,61
G,198cm,95kg,23,NCAA,83,9.03,0.439,5.42,0.39,2.25,0.817,3.29,1.57,0.61,0.39,2.21,1.34,11.89,0.589,0.556,1.99,12.45,7.56,11.73,1.42,1.71,164.63,-1.16,112.5,107.2,61
SG,193cm,84kg,23,NCAA,104,11.56,0.448,4.93,0.376,1.95,0.773,3.7,3.09,0.87,0.13,2.07,2.21,13.71,0.549,0.528,3.28,8.7,6.11,15.05,1.48,0.42,159.72,-0.45,108,106.8,61
G,188cm,88kg,21,NCAA,62,9.94,0.443,3.28,0.3,4.12,0.765,4.97,6.33,3.66,0.33,2.7,3.34,12.95,0.544,0.493,3.69,13.21,8.42,21.94,5.86,1.03,150.85,2.44,108.3,100.2,61
SG,198cm,98kg,22,NCAA,103,9.98,0.423,4.8,0.354,1.75,0.679,3.74,1.99,0.73,0.06,1.15,1.4,11.34,0.524,0.508,2.6,13.42,8.06,11.47,1.54,0.24,145.6,-0.28,105,104.9,61
SG,196cm,93kg,22,NCAA,86,5.58,0.398,3.21,0.37,1.08,0.684,2.17,1.37,1.03,0.12,1.87,0.79,6.38,0.523,0.505,4.11,6.33,5.25,11.48,2.55,0.47,145.27,0.52,113.8,103.7,61
G,191cm,88kg,22,NCAA,94,8.18,0.412,4.7,0.388,1.6,0.814,1.97,2,0.39,0.2,1.7,1.04,9.86,0.552,0.523,1.71,7.09,4.41,10.43,0.89,0.74,161.44,1.15,115.8,103.8,61
G,183cm,77kg,22,NCAA,85,7.62,0.426,3.58,0.374,2.95,0.82,2.09,3.58,1.45,0.03,2.55,2.27,10.24,0.568,0.514,1.21,8.78,4.81,20.11,3.46,0.13,161.95,0.48,108.4,96.3,61
F,203cm,100kg,22,NCAA,86,7.37,0.419,3.56,0.369,3.29,0.755,3.81,1.05,0.46,0.36,1.81,1.7,9.98,0.558,0.508,4.69,12.2,8.57,15.99,1.09,1.58,154.31,-3.99,106.7,100.2,61
G,196cm,87kg,22,NCAA,110,6.93,0.433,3.63,0.364,2.53,0.782,4.2,1.79,1.37,0.76,2.2,1.26,9.3,0.572,0.528,4.2,14.42,9.48,13.41,3.11,3.31,157.95,-0.25,112.6,95.5,61
F,208cm,94kg,21,NCAA,78,6.91,0.468,2.9,0.363,2.01,0.758,4.14,1.3,0.54,0.81,2.17,1.41,9.04,0.575,0.544,5.28,17.03,11.24,15.19,1.48,4.24,158.89,-2.54,110,100.8,61
F,198cm,95kg,22,NCAA,77,6.43,0.528,0.39,0.25,4.48,0.571,3.99,0.98,0.78,0.58,2.52,1.66,9.44,0.552,0.536,5.21,16.22,10.91,16.26,2.15,3.04,134.94,-4.68,102,94.9,61
G,183cm,86kg,22,NCAA,123,11.64,0.463,6.64,0.419,4.4,0.728,3.24,2.79,0.89,0.09,2.06,2.18,16.76,0.611,0.582,1.2,9.72,5.75,13.69,1.57,0.24,161.06,-0.95,116.1,104.2,61
G,188cm,82kg,22,NCAA,101,7.12,0.429,3.13,0.368,2.9,0.715,2.68,3.61,1.25,0.12,1.96,1.79,9.34,0.549,0.51,1.44,9.76,5.73,17.39,2.67,0.51,151.24,2.24,108.9,98,61
F,203cm,104kg,22,NCAA,93,10.79,0.546,0.56,0.3,6.41,0.672,7.69,1.39,0.94,1.74,3.47,3.05,16.26,0.588,0.554,10.7,21.94,16.41,18.05,2.01,7.44,151.8,-7.67,108.2,95.8,61
GF,196cm,107kg,22,NCAA,76,3.2,0.418,1.36,0.331,1.03,0.659,3.25,1.98,0.82,0.22,2.01,1.08,3.8,0.515,0.488,7.43,12.89,10.21,22.72,2.7,1.31,140.84,1.3,109.5,99.2,61
G,191cm,93kg,22,NCAA,102,8.06,0.449,2.09,0.315,4.76,0.694,3.19,3.28,0.77,0.15,1.8,2.11,11.2,0.543,0.49,2.4,10.59,6.58,17.01,1.58,0.52,145.82,0.25,107.1,106.4,61
PF,206cm,104kg,22,NCAA,26,3.92,0.472,2.66,0.399,0.84,0.802,3.48,0.49,0.48,0.65,1.33,0.6,5.44,0.629,0.608,5.76,18.94,12.71,12.16,1.81,4.31,167.33,-1.74,126.9,90.3,61
PG,198cm,93kg,20,NCAA,63,10.11,0.398,2.69,0.277,2.81,0.579,3.91,2.44,1.34,0.33,2.63,2.4,10.43,0.455,0.435,4.3,13.84,9.02,17.33,3.18,1.61,125.36,-3.18,92.2,92,61
PF,206cm,101kg,24,NCAA,103,4.58,0.62,0,0,2.63,0.575,6.29,0.95,0.59,0.92,2.26,0.93,7.19,0.617,0.62,13.06,19.67,16.48,13.71,1.56,3.95,119.48,-1.33,127.4,95.8,61
PG,193cm,99kg,23,NCAA,83,7.28,0.451,5.23,0.38,1.32,0.751,2.71,1.79,0.66,0.07,1.83,1.18,9.54,0.603,0.587,1.75,10.04,6.08,13.01,1.52,0.28,158.17,0.05,115.4,102.3,61
F,208cm,104kg,22,NCAA,77,8.95,0.52,0.48,0.245,3.84,0.654,6.34,1.28,0.43,1.18,2.94,1.99,11.93,0.554,0.526,13.57,17.46,15.55,15.59,1.09,5.57,141.85,-4.92,111,97.5,61
PG,196cm,75kg,19,NCAA,19,7.59,0.395,2.65,0.327,2.41,0.775,1.62,1.97,0.65,0.08,1.89,1.24,8.73,0.5,0.452,1.94,6.04,4.14,12.46,1.63,0.38,149.68,0.32,106,102.3,61
SG,193cm,89kg,20,NCAA,54,11.66,0.444,4.73,0.347,3.84,0.736,4.11,1.33,0.67,0.12,1.52,1.39,14.81,0.549,0.514,3.08,11.05,7.03,9.35,1.16,0.41,152.6,-1.51,111.9,112.6,61
F,196cm,109kg,23,NCAA,45,8.37,0.478,1.66,0.405,2.62,0.664,3.95,1.07,1.28,0.81,2.4,1.49,10.42,0.542,0.518,6.49,15.78,11.26,13.38,3.66,4.26,154.7,-3.76,104.8,97.2,61
F,206cm,109kg,23,NCAA,101,8.91,0.446,3.04,0.372,4.26,0.82,5.74,1.13,0.39,0.29,2.61,1.88,12.58,0.575,0.51,7.56,18.24,12.98,14.64,0.89,1.17,163.83,-4.39,112.2,103.6,61
G,196cm,88kg,22,NCAA,98,9.48,0.434,3.54,0.365,4.62,0.702,4.66,1.8,1.1,0.8,1.8,1.69,12.76,0.547,0.502,4.44,13.39,8.97,12.65,2.16,3.09,150.11,-1.63,109.1,98.8,61
GF,191cm,95kg,23,NCAA,70,8.69,0.428,4.67,0.395,2.52,0.888,1.66,0.94,0.51,0.05,1.82,1.19,11.52,0.582,0.534,2.12,5.93,4.01,10.75,1.24,0.21,171.09,-2.31,116.5,111.3,61
F,201cm,91kg,22,NCAA,70,7.07,0.45,2.84,0.336,2.22,0.717,4.89,0.6,0.63,0.6,2.14,0.94,8.9,0.548,0.518,6.88,17.04,11.9,10.4,1.61,2.77,150.24,-2.38,113,95.2,61
F,201cm,97kg,24,NCAA,98,9.12,0.47,3.33,0.378,3.59,0.759,4.64,2.25,0.47,0.31,1.76,1.87,12.56,0.58,0.539,6.07,14.15,10.14,14.71,1.06,1.25,160.69,-1.4,114.4,105.3,61
C,211cm,104kg,23,NCAA,102,4.1,0.637,0,0,2.35,0.644,4.45,0.22,0.18,2.76,2.89,1.01,6.73,0.646,0.637,10.05,13.39,11.83,16.2,0.51,14.01,128.09,-4.14,120,94.6,61
PG,191cm,95kg,21,NCAA,69,9.26,0.455,1.37,0.229,3.89,0.555,5.37,3.7,0.93,0.17,2.69,2.21,10.9,0.491,0.472,5.23,13.31,9.38,16.63,1.67,0.54,123.96,0.79,104,99.1,61
G,193cm,84kg,23,NCAA,38,11.94,0.417,5.89,0.362,4.4,0.698,5.16,1.7,1.34,0.56,2.16,1.56,15.17,0.541,0.507,3.31,15.25,9.25,9.99,2.57,2.04,147.72,-1.39,112.3,99.4,61
G,193cm,84kg,23,NCAA,98,10.16,0.439,3.36,0.345,4.49,0.718,4.08,3.79,1.25,0.63,2.62,3.14,13.29,0.541,0.496,2.98,13.96,8.62,20.35,2.55,2.43,150.16,-2.12,100.2,98.5,61
SG,198cm,91kg,22,GLEAGUE,1,13,0.615,6,0.5,2,0.5,3,3,3,1,3,1,20,0.72,0.731,0,9.35,5.71,6.72,4.99,3.5,161.54,3.48,135.6,90.5,61
F,203cm,115kg,22,NCAA,112,9.05,0.446,2.03,0.332,5.47,0.666,5.34,2.13,0.88,0.43,2.1,1.59,12.38,0.531,0.483,7.51,14.72,11.13,11.99,1.89,1.5,144.36,-0.62,113.5,98.2,61
C,211cm,116kg,19,NCAA,2,2.11,0.473,0,0,0.66,0.65,2.66,0.18,0.16,0.56,1.7,0.43,2.43,0.5,0.473,15.11,18.22,16.71,14.94,1.06,6.35,112.29,-3.46,110,93.9,61
F,206cm,104kg,20,NCAA,48,4.07,0.528,0.2,0.389,1.35,0.597,3.8,0.39,0.34,0.34,1.85,0.76,5.18,0.55,0.538,12.98,14.98,13.99,13.91,1.33,2.53,151.35,-3.36,114.1,94,61
G,193cm,86kg,22,NCAA,92,7.76,0.427,1.15,0.23,4.58,0.677,4.1,3.1,1.88,0.27,2.9,2.75,10,0.503,0.444,6.26,11.7,8.88,21.69,4.1,1.26,133.42,-2.52,98.4,98.5,61
F,203cm,103kg,23,NCAA,98,9.41,0.46,3.28,0.342,3.48,0.738,6.22,0.87,0.54,0.39,1.76,1.85,12.34,0.558,0.519,5.91,21.32,13.74,14.35,1.24,1.57,153.97,-4.91,106.1,95.2,61
F,208cm,106kg,22,NCAA,63,10.52,0.528,0.01,0,7.09,0.707,7.81,1.31,0.51,1.3,2.97,1.99,16.12,0.58,0.528,11.72,18.04,15,12.5,1,4.84,123.5,-3.72,117.2,99.7,61
C,203cm,102kg,20,NCAA,66,11.36,0.485,3.19,0.369,3.62,0.678,8.89,1.29,0.71,2.6,2.97,2.22,14.64,0.56,0.537,7.78,22.74,15.43,14.51,1.3,8.66,153.21,-4.33,107.8,93.2,61
G,193cm,93kg,23,NCAA,100,9.98,0.416,4.64,0.363,2.58,0.638,2.98,1.77,0.82,0.14,1.93,1.66,11.63,0.519,0.5,1.86,9.17,5.74,12.88,1.68,0.5,141.71,-1.63,102.7,102.2,61
SG,193cm,94kg,23,NCAA,96,10.14,0.424,4.32,0.294,3.74,0.666,3.16,4.51,1.01,0.04,2.13,2.56,12.36,0.519,0.487,1.96,9.79,5.99,17.68,1.9,0.14,138.38,1.43,105.3,104.5,61
F,201cm,95kg,24,NCAA,68,8.67,0.452,5.06,0.394,2.57,0.786,3.74,0.58,0.94,0.26,1.75,1.17,11.84,0.599,0.567,3.76,14.43,9.32,10.54,2.42,1.24,163.14,-3.37,117.6,98.8,61
G,196cm,95kg,23,NCAA,56,7.65,0.383,5.97,0.37,1.1,0.772,2.74,1.11,0.49,0.05,1.49,1.02,8.91,0.545,0.527,1.73,9.95,6.01,11.06,1.17,0.2,152.48,-1.1,111.4,104.8,61
SG,196cm,90kg,21,GLEAGUE,6,4.98,0.507,2.3,0.406,0.63,0.759,2.91,1.13,1.13,0.2,1.22,1,6.87,0.654,0.6,2.77,12.02,7.29,15.99,2.63,0.81,167.08,-1.19,113.2,113.1,61
SG,198cm,93kg,23,NCAA,57,10.41,0.387,4.47,0.341,3.37,0.808,3.5,1.19,0.73,0.39,1.59,1.7,12.3,0.512,0.46,3.12,11.49,7.28,12.43,1.63,1.57,153.61,-3.45,103.2,100.1,61
F,203cm,93kg,22,NCAA,73,7.53,0.438,4.41,0.392,1.2,0.736,2.66,0.61,0.57,0.59,1.12,0.73,9.2,0.568,0.552,2.74,10.68,6.88,8.24,1.5,2.66,156.52,-1.43,113.6,107,61
SG,193cm,91kg,22,NCAA,75,12.34,0.452,6.5,0.415,2.91,0.824,4.92,1.68,0.76,0.11,1.63,1.79,16.25,0.592,0.561,5.41,13.67,9.74,11.54,1.52,0.36,169.05,-2.26,121.5,105.5,61
G,196cm,88kg,24,NCAA,22,15.55,0.448,8.45,0.387,1.7,0.821,4.21,1.18,0.94,0.33,1.55,1.33,18.61,0.569,0.554,1.77,12.15,6.74,7.54,1.49,1.05,165.69,-1.51,111.4,113.9,61
