ME,Iteration,Hidden Nodes,Learning Rate,Momentum,Regularization
14.5633092338911,1,"(8, 8, 8)",0.2,0.8,0.0005
14.714151083655,1,"(16, 32, 16)",0.2,0.5,0.0005
14.7397161032349,2,"(16, 16)",0.2,0.5,0.0005
14.7559183587218,2,"(8, 8, 8)",0.2,0.8,0.0001
15.0635443947134,1,"(8, 16, 8)",0.2,0.5,0.0005
15.0690509808286,1,"(8, 16, 8)",0.2,0.3,0.001
15.3336472928529,2,"(8, 8, 8)",0.2,0.5,0.0001
15.3701120607661,2,"(16, 16)",0.2,0.8,0.0005
15.5690502372565,0,"(8, 16, 8)",0.2,0.3,0.0005
15.6739477200675,1,"(8, 8, 8)",0.2,0.5,0.0001
16.1477798368191,2,"(16, 32, 16)",0.2,0.8,0.0005
16.7096666822006,2,"(16, 16)",0.2,0.8,0.001
16.7682704149188,0,"(8, 16, 8)",0.2,0.3,0.001
17.0968539803407,0,"(16, 16)",0.2,0.3,0.0005
17.1110442893436,1,"(8, 16, 8)",0.2,0.3,0.0005
17.3099468585527,1,"(16, 16)",0.2,0.3,0.0005
