me,iteration,criterion,splitter,max depth,min_samp_split,min_samp_leaf,min_weight_frac_leaf,min_impurity_dec
10.5107037815126,1,absolute_error,best,8,4,1,0,0.001
10.5121323529412,1,absolute_error,best,8,2,4,0.001,0.01
10.5146743697479,1,absolute_error,best,8,4,4,0,0.01
10.5178466386555,0,absolute_error,best,48,4,4,0.001,0.001
10.5185819327731,1,absolute_error,best,8,6,4,0.001,0
10.5213235294118,0,absolute_error,best,24,2,2,0,0.01
10.5213760504202,1,absolute_error,best,8,6,4,0,0
10.5328571428571,0,absolute_error,best,24,4,4,0,0.001
10.5345798319328,0,absolute_error,best,32,6,2,0.001,0.01
10.5360714285714,1,absolute_error,best,48,2,4,0.001,0.01
10.5382773109244,0,absolute_error,best,24,2,1,0.001,0.01
10.5427941176471,1,absolute_error,best,32,4,4,0,0.01
10.5454096638655,0,absolute_error,best,32,6,1,0.001,0.01
10.5459558823529,1,absolute_error,best,8,4,1,0.001,0.01
10.5461764705882,1,absolute_error,best,48,4,4,0,0.01
10.5492542016807,1,absolute_error,best,8,4,1,0.001,0
10.5505567226891,0,absolute_error,best,48,6,1,0.001,0.001
10.5535294117647,0,absolute_error,best,24,4,2,0,0.001
10.5542226890756,0,absolute_error,best,16,2,2,0,0.01
10.5543067226891,0,absolute_error,best,32,6,1,0.001,0.001
10.5569852941176,1,absolute_error,best,8,2,4,0,0.001
10.5602415966387,1,absolute_error,best,8,6,4,0,0.01
10.5624159663866,1,absolute_error,best,16,6,4,0.001,0.01
10.5624789915966,1,absolute_error,best,8,2,4,0.001,0
10.5625735294118,1,absolute_error,best,8,2,1,0,0.001
10.5632983193277,1,absolute_error,best,16,2,4,0,0.01
10.5672794117647,1,absolute_error,best,8,4,4,0.001,0
10.5679096638655,1,absolute_error,best,8,2,4,0,0
10.5686659663866,0,absolute_error,best,24,2,2,0.001,0.01
10.5759978991597,0,absolute_error,best,24,6,2,0,0.01
10.5801470588235,0,absolute_error,best,48,2,1,0.001,0.01
10.5806407563025,1,absolute_error,best,8,4,2,0.001,0.01
10.5821638655462,1,absolute_error,best,8,6,2,0.001,0.001
10.5825210084034,1,absolute_error,best,16,2,4,0.001,0.01
10.582762605042,0,absolute_error,best,48,4,2,0,0.01
10.5838445378151,0,absolute_error,best,48,6,2,0.001,0.01
10.5841176470588,0,absolute_error,best,32,2,2,0,0.01
10.5844117647059,1,absolute_error,best,8,6,2,0,0
10.5859663865546,0,absolute_error,best,32,6,2,0,0.01
10.5890546218487,1,absolute_error,best,8,2,2,0,0.01
10.5893172268908,1,absolute_error,best,16,4,4,0.001,0.001
10.5907668067227,1,absolute_error,best,48,6,4,0,0.001
10.591743697479,1,absolute_error,best,16,4,4,0,0.001
10.5917857142857,0,absolute_error,best,24,4,2,0,0.01
10.5930987394958,0,absolute_error,best,16,4,2,0.001,0.01
10.5960504201681,0,absolute_error,best,48,2,2,0,0.01
10.5981302521008,0,absolute_error,best,24,4,1,0.001,0.01
