me,iteration,criterion,splitter,max depth,min_samp_split,min_samp_leaf,min_weight_frac_leaf,min_impurity_dec
14.002556561086,2,absolute_error,best,8,2,4,0.01,0.01
14.003353072581,2,squared_error,best,48,6,2,0.01,0
14.004534971376,2,squared_error,best,48,6,1,0.01,0.01
14.0047218508616,2,friedman_mse,best,24,2,4,0.01,0
14.0050337775551,2,squared_error,best,8,6,1,0.01,0.01
14.0056674208145,0,absolute_error,best,16,2,1,0.01,0
14.0058257918552,0,absolute_error,best,24,4,1,0.01,0
14.0058282934386,2,friedman_mse,best,16,4,2,0.01,0.001
14.00631795084,2,squared_error,best,32,4,1,0.01,0.01
14.0065899827297,2,friedman_mse,best,48,6,4,0.01,0.01
14.0066864059143,2,friedman_mse,best,48,4,1,0.01,0.001
14.0081284442682,2,squared_error,best,32,6,2,0.01,0
14.0081812346151,2,friedman_mse,best,24,4,4,0.01,0.01
14.008257918552,0,absolute_error,best,8,4,1,0.01,0
14.008286579491,2,poisson,best,48,2,2,0.01,0
14.0086199095023,1,absolute_error,best,32,6,4,0.01,0
14.0092505084785,2,friedman_mse,best,32,4,4,0.01,0.01
14.0099669489008,2,friedman_mse,best,48,4,2,0.01,0.001
14.0105325597605,2,friedman_mse,best,16,4,1,0.01,0.01
14.0105923943452,2,squared_error,best,16,4,1,0.01,0.01
14.0108096495662,1,poisson,best,16,2,2,0.01,0.01
14.0108096495662,1,poisson,best,16,4,2,0.01,0.01
14.0110147777714,1,poisson,best,16,2,1,0.01,0.01
14.0113380333989,0,poisson,best,24,6,4,0.01,0.01
14.0114440339654,2,squared_error,best,8,4,1,0.01,0
14.0119821395924,2,squared_error,best,24,2,1,0.01,0
14.0120248868778,0,absolute_error,best,48,4,2,0.01,0.001
14.013432923728,1,poisson,best,16,4,4,0.01,0.01
14.0135432255653,2,squared_error,best,24,4,1,0.01,0
14.013639300296,2,poisson,best,48,6,1,0.01,0.01
14.0146421266642,2,friedman_mse,best,24,4,4,0.01,0
14.0151684141022,2,squared_error,best,24,6,2,0.01,0
14.0152739947961,2,squared_error,best,32,4,2,0.01,0.001
