Pick,Name,Team,Draft-Trades,Pos,HT,WT,Age,YOS,Pre-Draft Team,Class,Nationality,League,Season,School,Class,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,Total S %,PPR,PPS,ORtg,DRtg,PER
61,Torian Graham,None,None,G,196cm,88kg,24,0,Arizona State,Sr,United States,NCAA,CAREER,NCAA DI, ,33.0,22.0,34.7,6.97,15.55,.448,3.27,8.45,.387,1.39,1.70,.821,0.58,3.64,4.21,1.18,0.94,0.33,1.55,1.33,18.61,.569,.554,1.77,12.15,6.74,7.25,7.54,1.49,1.05,24.99,165.69,-1.51,1.20,111.4,113.9,18.38
61,Terry Henderson,None,None,SG,193cm,91kg,23,0,NC State,Sr,United States,NCAA,CAREER,NCAA DI, ,91.0,61.0,25.9,3.60,8.30,.434,1.84,4.77,.385,2.01,2.54,.792,0.98,1.81,2.79,1.18,0.66,0.44,1.64,1.20,11.05,.582,.545,4.27,7.99,6.12,9.14,11.19,1.48,1.80,20.53,161.14,-1.57,1.33,117.6,109.7,16.45
61,Malcolm Hill,None,None,G,198cm,102kg,21,0,Illinois,Sr,United States,NCAA,CAREER,NCAA DI, ,137.0,112.0,28.2,4.26,9.83,.433,1.16,3.31,.351,3.80,4.78,.795,1.16,3.55,4.72,2.05,0.89,0.28,1.93,1.61,13.47,.557,.492,4.78,15.33,9.94,16.06,11.71,1.90,1.15,25.62,157.92,-0.87,1.37,113.6,100.8,20.17
61,Ike Iroegbu,None,None,G,188cm,88kg,22,0,Washington State,Sr,United States / Nigeria,NCAA,CAREER,NCAA DI, ,124.0,95.0,27.5,3.37,7.79,.433,0.94,2.66,.352,2.26,3.12,.724,0.52,2.55,3.06,3.02,0.66,0.11,1.85,2.03,9.94,.536,.493,2.25,10.80,6.58,23.07,17.98,1.41,0.42,21.71,150.77,-0.06,1.28,102.3,111.1,13.48
61,Peter Jok,None,None,G,198cm,93kg,23,0,Iowa,Sr,South Sudan,NCAA,CAREER,NCAA DI, ,125.0,85.0,22.4,3.93,9.53,.412,1.73,4.57,.378,2.48,2.82,.881,0.70,2.50,3.21,1.54,0.82,0.09,1.82,1.46,12.06,.555,.503,3.50,12.06,7.85,14.12,11.87,2.11,0.42,27.11,167.12,-1.91,1.27,112.5,101.5,18.88
61,Tidjan Keita,None,None,SF,208cm,93kg,20,0, ,1996 DOB *,France / Guinea,GLEAGUE,CAREER, ,None,1.0,0.0,0.6,0.00,0.00,.000,0.00,0.00,.000,0.00,0.00,.000,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,.000,.000,100.00,0.00,52.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.5,141.8,35.80
61,Jordan Mathews,None,None,SG,193cm,92kg,23,0,Gonzaga,Sr,United States,NCAA,CAREER,NCAA DI, ,141.0,102.0,26.9,3.64,8.69,.419,2.03,4.96,.409,2.16,2.80,.772,0.65,2.40,3.04,1.21,0.58,0.06,1.70,1.03,11.47,.572,.536,2.85,9.41,6.32,8.44,9.31,1.27,0.20,21.00,160.01,-0.83,1.32,116.3,100.9,15.69
61,Kennedy Meeks,None,None,PF,208cm,122kg,22,0,North Carolina,Sr,United States,NCAA,CAREER,NCAA DI, ,144.0,117.0,21.3,4.22,7.62,.554,0.00,0.01,.000,1.85,2.93,.630,2.83,4.50,7.33,0.97,0.69,1.07,2.25,1.30,10.29,.571,.554,14.73,22.48,18.69,8.54,12.59,1.84,5.44,22.82,118.41,-2.95,1.35,118.3,93.9,24.04
61,Kamari Murphy,None,None,PF,206cm,99kg,23,0,Miami (FL),Sr,United States,NCAA,CAREER,NCAA DI, ,131.0,97.0,24.6,2.36,4.66,.507,0.02,0.09,.167,0.92,1.60,.571,1.84,4.03,5.87,0.60,0.39,0.87,2.53,1.14,5.65,.521,.508,9.08,18.49,13.96,4.60,17.35,0.95,3.80,13.89,124.47,-3.05,1.21,104.0,97.4,12.14
61,L.J. Peak,None,None,GF,196cm,98kg,21,0,Georgetown,Jr *,United States,NCAA,CAREER,NCAA DI, ,98.0,76.0,27.6,4.03,8.74,.461,0.90,2.68,.335,3.14,4.13,.760,0.82,2.30,3.11,2.03,0.89,0.46,2.77,1.91,12.10,.565,.512,3.62,9.28,6.58,15.75,15.12,1.89,1.80,23.41,155.60,-2.02,1.38,109.7,103.9,16.23
61,Trevor Thompson,None,None,F,213cm,113kg,23,0,Ohio State,Jr *,United States,NCAA,CAREER,NCAA DI, ,97.0,59.0,19.1,2.67,5.18,.516,0.00,0.00,.000,2.05,2.89,.711,1.94,4.36,6.30,0.27,0.32,1.22,2.93,1.35,7.39,.565,.516,11.85,24.57,18.47,3.06,17.10,1.00,7.25,21.42,122.67,-6.25,1.43,107.5,94.8,18.93
61,Melo Trimble,None,None,G,191cm,88kg,22,0,Maryland,Jr *,United States,NCAA,CAREER,NCAA DI, ,104.0,104.0,32.8,4.70,10.95,.429,1.70,4.95,.344,4.84,5.74,.843,0.25,3.44,3.69,3.87,1.19,0.12,1.85,2.70,15.94,.583,.507,0.97,11.36,6.57,25.23,16.49,2.18,0.37,26.25,161.56,-0.39,1.46,114.0,100.1,19.72
61,Jacorey Williams,None,None,PF,203cm,100kg,23,0,Middle Tennessee State,Sr,United States,NCAA,CAREER,NCAA DI, ,132.0,43.0,16.7,3.12,6.48,.481,0.05,0.28,.189,1.20,1.88,.637,1.02,2.66,3.67,0.96,0.57,0.36,1.51,1.05,7.49,.508,.485,6.84,18.17,12.46,11.64,12.49,1.94,2.36,24.77,130.76,-2.38,1.16,103.0,96.2,17.47
61,Georginho de Paula,None,None,G,198cm,88kg,21,0,Paulistano (Brazil),1996 DOB *,Brazil,GLEAGUE,CAREER, ,None,10.0,0.0,4.7,0.50,0.80,.625,0.30,0.40,.750,0.30,0.40,.750,0.10,0.00,0.10,0.50,0.00,0.00,0.50,1.10,1.60,.820,.812,2.32,0.00,1.15,13.20,52.99,0.00,0.00,17.59,212.50,-15.58,2.00,80.6,124.1,1.87
